TeamId,TeamName,SubmissionDate,Score
539587,"Nishant Bhadauria","2017-08-18 09:57:45",0.22013
539587,"Nishant Bhadauria","2017-08-19 18:04:46",0.14748
546808,takenotabi,"2017-08-30 05:37:11",0.20680
883410,maxpayne10,"2017-08-31 12:59:05",0.16961
883410,maxpayne10,"2017-08-31 13:19:59",0.16716
883410,maxpayne10,"2017-09-01 07:02:42",0.16632
883410,maxpayne10,"2017-09-01 13:10:28",0.16362
830983,Mohit,"2017-09-19 05:37:42",0.40890
718106,"Vishnu Preet","2017-09-19 05:42:28",0.46208
830983,Mohit,"2017-09-20 20:39:01",0.14539
830983,Mohit,"2017-09-21 16:04:31",0.14116
830983,Mohit,"2017-09-27 12:52:44",0.13536
830983,Mohit,"2017-09-27 13:03:14",0.13413
830983,Mohit,"2017-09-27 14:44:54",0.13305
830983,Mohit,"2017-09-28 06:36:16",0.13095
955793,"Joao Gamboias","2017-09-30 16:40:05",0.28918
830983,Mohit,"2017-10-02 11:15:25",0.12733
830983,Mohit,"2017-10-02 11:30:52",0.12441
993075,"Surendra Reddy P","2017-10-12 05:43:56",0.23789
993075,"Surendra Reddy P","2017-10-13 12:31:06",0.18470
993075,"Surendra Reddy P","2017-10-21 01:38:04",0.16727
993075,"Surendra Reddy P","2017-10-21 03:36:10",0.15829
1060811,TomOttaway,"2017-11-03 18:22:14",0.40890
993075,"Surendra Reddy P","2017-11-04 17:25:17",0.12749
993075,"Surendra Reddy P","2017-11-04 17:31:53",0.12490
993075,"Surendra Reddy P","2017-11-04 17:34:49",0.12276
993075,"Surendra Reddy P","2017-11-04 18:02:06",0.12104
993075,"Surendra Reddy P","2017-11-05 16:20:28",0.12029
883410,maxpayne10,"2017-11-07 10:51:07",0.15803
777565,Allunia,"2017-11-08 08:15:24",0.27259
777565,Allunia,"2017-11-08 08:44:29",0.14608
883410,maxpayne10,"2017-11-08 09:33:40",0.15803
883410,maxpayne10,"2017-11-08 09:51:01",0.15761
883410,maxpayne10,"2017-11-09 10:34:53",0.15617
777565,Allunia,"2017-11-09 22:10:47",0.14223
777565,Allunia,"2017-11-10 21:03:05",0.13930
777565,Allunia,"2017-11-10 21:55:22",0.12547
777565,Allunia,"2017-11-11 12:58:12",0.11979
883410,maxpayne10,"2017-11-11 14:24:58",0.15469
883410,maxpayne10,"2017-11-11 14:29:10",0.15433
883410,maxpayne10,"2017-11-13 18:17:00",0.15355
883410,maxpayne10,"2017-11-15 10:24:30",0.15234
619227,GoKagglers,"2017-11-18 11:37:36",0.11542
883410,maxpayne10,"2017-11-21 06:27:01",0.15030
883410,maxpayne10,"2017-11-21 06:28:45",0.14901
883410,maxpayne10,"2017-11-21 06:45:50",0.14901
883410,maxpayne10,"2017-11-23 12:21:11",0.14807
883410,maxpayne10,"2017-11-23 12:25:29",0.14738
883410,maxpayne10,"2017-11-23 12:52:56",0.14699
883410,maxpayne10,"2017-11-23 13:11:36",0.14677
830983,Mohit,"2017-11-25 07:51:46",0.12106
830983,Mohit,"2017-11-25 08:13:33",0.12055
883410,maxpayne10,"2017-11-29 12:29:30",0.14675
883410,maxpayne10,"2017-11-30 07:58:34",0.14657
1159706,VeniVidiVici,"2017-12-06 14:49:18",0.29101
1159706,VeniVidiVici,"2017-12-07 11:17:11",0.25081
1159706,VeniVidiVici,"2017-12-07 11:55:37",0.18810
1159706,VeniVidiVici,"2017-12-07 11:56:37",0.18127
1159706,VeniVidiVici,"2017-12-07 13:44:48",0.17907
1159706,VeniVidiVici,"2017-12-07 13:45:54",0.17778
1159706,VeniVidiVici,"2017-12-07 14:05:48",0.17215
1159706,VeniVidiVici,"2017-12-07 17:44:40",0.16674
1159706,VeniVidiVici,"2017-12-12 21:51:41",0.15767
1159706,VeniVidiVici,"2017-12-12 22:03:32",0.12876
1159706,VeniVidiVici,"2017-12-13 10:51:09",0.12501
1159706,VeniVidiVici,"2017-12-13 11:04:00",0.12491
546808,takenotabi,"2017-12-22 07:39:18",0.20680
1171747,SGB1710,"2017-12-26 11:26:59",0.47328
1171747,SGB1710,"2017-12-26 12:08:49",0.25390
1171747,SGB1710,"2017-12-26 15:39:53",0.25340
1171747,SGB1710,"2017-12-28 08:38:42",0.23096
1171747,SGB1710,"2017-12-28 12:15:33",0.13592
1171747,SGB1710,"2017-12-29 08:11:34",0.13424
1171747,SGB1710,"2017-12-29 10:29:50",0.13278
1171747,SGB1710,"2017-12-29 10:30:51",0.13250
1171747,SGB1710,"2017-12-29 11:18:30",0.13214
1171747,SGB1710,"2017-12-30 00:14:08",0.13169
1171747,SGB1710,"2017-12-30 00:19:23",0.13030
1171747,SGB1710,"2017-12-31 00:10:07",0.13020
1171747,SGB1710,"2018-01-01 10:48:40",0.12979
1238620,"jay woo","2018-01-05 15:53:57",0.18372
1198098,chieh,"2018-01-10 04:22:48",0.23345
1198098,chieh,"2018-01-10 04:50:59",0.12761
1198098,chieh,"2018-01-10 15:11:41",0.12545
1198098,chieh,"2018-01-11 06:19:32",0.12410
1198098,chieh,"2018-01-11 06:24:43",0.12401
1198098,chieh,"2018-01-11 11:36:26",0.12323
1198098,chieh,"2018-01-11 11:53:07",0.12323
1198098,chieh,"2018-01-11 11:54:13",0.12316
1171747,SGB1710,"2018-01-17 08:11:47",0.12916
1171747,SGB1710,"2018-01-17 08:13:47",0.12916
1171747,SGB1710,"2018-01-18 18:32:54",0.12837
1171747,SGB1710,"2018-01-18 18:34:43",0.12792
1171747,SGB1710,"2018-01-19 17:16:29",0.12429
1171747,SGB1710,"2018-01-19 17:17:21",0.12429
1159706,VeniVidiVici,"2018-01-27 15:00:17",0.12355
1159706,VeniVidiVici,"2018-01-27 15:03:13",0.12348
1159706,VeniVidiVici,"2018-01-28 10:16:25",0.12274
1313272,"Catherine Qian","2018-01-30 19:27:23",0.12099
1313488,"Thales Araújo ","2018-01-31 00:21:14",0.18738
1313488,"Thales Araújo ","2018-01-31 15:38:31",0.15789
1230502,"Mohammadjavad Saeedizade","2018-02-01 23:33:13",0.56271
1230502,"Mohammadjavad Saeedizade","2018-02-01 23:44:51",0.54723
1159706,VeniVidiVici,"2018-02-02 13:20:33",0.11536
1159706,VeniVidiVici,"2018-02-02 13:22:01",0.11469
1159706,VeniVidiVici,"2018-02-02 14:43:41",0.11457
1304164,"Pablo González","2018-02-05 15:52:37",0.20100
955793,"Joao Gamboias","2018-02-06 23:51:19",0.21393
955793,"Joao Gamboias","2018-02-08 10:15:19",0.16036
955793,"Joao Gamboias","2018-02-08 11:00:38",0.13282
883410,maxpayne10,"2018-02-09 08:41:12",0.14596
921813,ZhongxiaoJin,"2018-02-10 04:15:22",0.13366
921813,ZhongxiaoJin,"2018-02-10 08:42:10",0.13289
1362559,"Thawatchai Rangsihiranrat","2018-02-10 09:17:52",0.19009
921813,ZhongxiaoJin,"2018-02-10 09:34:50",0.11918
1362559,"Thawatchai Rangsihiranrat","2018-02-13 04:31:28",0.14772
883410,maxpayne10,"2018-02-14 10:55:39",0.14545
661385,"Deep Chatterjee","2018-02-15 10:12:57",0.12031
1362559,"Thawatchai Rangsihiranrat","2018-02-16 04:54:29",0.13899
1270037,ozukun,"2018-02-19 20:05:37",0.16849
1270037,ozukun,"2018-02-19 20:09:35",0.16713
1270037,ozukun,"2018-02-19 20:11:33",0.16518
1270037,ozukun,"2018-02-19 20:17:40",0.16368
1270037,ozukun,"2018-02-19 21:30:17",0.15924
1270037,ozukun,"2018-02-19 21:32:13",0.15813
1270037,ozukun,"2018-02-19 21:55:04",0.15613
1270037,ozukun,"2018-02-21 10:58:31",0.15416
1270037,ozukun,"2018-02-21 20:35:41",0.15214
1270037,ozukun,"2018-02-21 20:38:22",0.14900
1270037,ozukun,"2018-02-22 12:55:04",0.14873
1381983,"Neal Bangerter","2018-02-23 03:44:40",0.28060
1381983,"Neal Bangerter","2018-02-23 03:48:11",0.15508
1381983,"Neal Bangerter","2018-02-23 04:35:01",0.13281
1171747,SGB1710,"2018-03-01 21:27:22",0.12362
1236681,adamyeoman,"2018-03-04 10:22:22",0.20187
1236681,adamyeoman,"2018-03-04 20:13:01",0.19433
1236681,adamyeoman,"2018-03-04 21:03:54",0.14189
1435783,PaulHechinger,"2018-03-04 21:54:11",0.28325
1435783,PaulHechinger,"2018-03-04 23:55:07",0.16331
1435783,PaulHechinger,"2018-03-05 02:13:24",0.15055
1236681,adamyeoman,"2018-03-06 21:54:23",0.12995
1435783,PaulHechinger,"2018-03-08 00:07:40",0.14826
1435783,PaulHechinger,"2018-03-11 01:25:01",0.14430
1435783,PaulHechinger,"2018-03-11 16:59:21",0.14247
1496799,"Soumendra Kumar Dash","2018-03-20 17:32:44",0.16129
1499455,"Stanislaw Stanisz","2018-03-20 20:09:06",0.40890
1498828,hi2de5,"2018-03-21 13:29:50",0.78546
1496799,"Soumendra Kumar Dash","2018-03-21 15:43:42",0.13258
1496799,"Soumendra Kumar Dash","2018-03-21 20:35:25",0.12904
1499455,"Stanislaw Stanisz","2018-03-22 22:27:25",0.18838
1498828,hi2de5,"2018-03-23 15:19:21",0.17229
1527383,"Pistachio Guoguo","2018-03-31 01:12:37",0.14941
688530,"Javier Tejedor Aguilera","2018-04-08 06:32:24",0.13714
1564018,"Mike DiPalma","2018-04-10 06:45:43",0.19084
1577681,Bemperson,"2018-04-13 02:12:28",0.29593
1577681,Bemperson,"2018-04-13 18:31:22",0.25083
1577681,Bemperson,"2018-04-14 00:17:40",0.20713
1588229,ShashankPrakash,"2018-04-15 13:05:37",0.19526
688530,"Javier Tejedor Aguilera","2018-04-17 11:27:48",0.12747
688530,"Javier Tejedor Aguilera","2018-04-19 05:42:11",0.12711
688530,"Javier Tejedor Aguilera","2018-04-19 15:23:40",0.12334
1564018,"Mike DiPalma","2018-04-19 17:57:54",0.12692
1324459,Swayanshu,"2018-04-20 16:15:46",0.14878
1588229,ShashankPrakash,"2018-04-21 16:22:46",0.15623
1609637,Merito,"2018-04-22 11:15:44",0.18908
1609637,Merito,"2018-04-22 11:22:58",0.16499
1564018,"Mike DiPalma","2018-04-23 15:07:32",0.11572
1588229,ShashankPrakash,"2018-04-23 20:09:40",0.13842
1564018,"Mike DiPalma","2018-04-26 05:52:37",0.11560
1602073,ZhongYao,"2018-04-28 12:52:36",0.16051
1602073,ZhongYao,"2018-04-28 14:17:35",0.15819
688530,"Javier Tejedor Aguilera","2018-05-01 12:14:20",0.12297
688530,"Javier Tejedor Aguilera","2018-05-01 13:08:40",0.12285
688530,"Javier Tejedor Aguilera","2018-05-01 13:32:11",0.12268
1653375,"Kazunori Kamahara","2018-05-04 19:21:07",0.23694
1653375,"Kazunori Kamahara","2018-05-04 20:24:16",0.13337
1416478,Divyaprabha,"2018-05-05 16:27:31",5.37529
1416478,Divyaprabha,"2018-05-06 04:39:20",1.21313
1577681,Bemperson,"2018-05-18 22:11:50",0.20692
1577681,Bemperson,"2018-05-18 22:21:13",0.20686
1416478,Divyaprabha,"2018-05-19 14:44:57",0.20174
1416478,Divyaprabha,"2018-05-20 10:04:22",0.16898
1091556,LouisDorard,"2018-05-20 10:14:46",0.14962
1667004,"Tseng Pin Chine","2018-05-20 12:42:29",0.20464
1681645,"Ronaldo Regis Posser","2018-05-21 00:16:01",0.22387
1681645,"Ronaldo Regis Posser","2018-05-21 00:44:22",0.22059
1681645,"Ronaldo Regis Posser","2018-05-22 23:14:47",0.18040
1681645,"Ronaldo Regis Posser","2018-05-22 23:16:47",0.15731
1681645,"Ronaldo Regis Posser","2018-05-22 23:26:35",0.15720
1681645,"Ronaldo Regis Posser","2018-05-24 23:39:20",0.14991
1681645,"Ronaldo Regis Posser","2018-05-25 00:17:41",0.14509
1577681,Bemperson,"2018-05-28 18:56:53",0.18389
1577681,Bemperson,"2018-05-30 10:54:13",0.18278
1667004,"Tseng Pin Chine","2018-05-31 13:21:39",0.17130
1681645,"Ronaldo Regis Posser","2018-06-01 19:02:56",0.13803
1681645,"Ronaldo Regis Posser","2018-06-01 19:08:13",0.13767
1124827,caowenjie,"2018-06-03 06:46:50",0.15497
1749335,"Mohit Rawat","2018-06-04 23:23:20",0.84392
1749335,"Mohit Rawat","2018-06-04 23:26:29",0.46612
1124827,caowenjie,"2018-06-05 12:37:02",0.15494
1754352,Tom_Jerry,"2018-06-06 13:18:43",0.22801
1577681,Bemperson,"2018-06-09 23:16:14",0.16470
1681645,"Ronaldo Regis Posser","2018-06-10 01:49:49",0.12807
1681645,"Ronaldo Regis Posser","2018-06-11 00:47:16",0.12788
1754352,Tom_Jerry,"2018-06-11 13:02:44",0.21913
1754352,Tom_Jerry,"2018-06-11 13:08:02",0.21708
1754352,Tom_Jerry,"2018-06-11 13:16:41",0.14653
1577681,Bemperson,"2018-06-11 13:44:37",0.15956
1754352,Tom_Jerry,"2018-06-11 13:57:13",0.13664
1754352,Tom_Jerry,"2018-06-11 14:00:34",0.13391
1754352,Tom_Jerry,"2018-06-11 14:13:48",0.13372
1749335,"Mohit Rawat","2018-06-13 21:27:52",0.44643
1749335,"Mohit Rawat","2018-06-13 21:34:15",0.22253
1749335,"Mohit Rawat","2018-06-13 21:48:23",0.19971
1749335,"Mohit Rawat","2018-06-13 21:53:46",0.14400
1577681,Bemperson,"2018-06-14 01:30:10",0.15810
1774641,"Borys Pratsiuk","2018-06-14 21:34:52",0.33624
1774641,"Borys Pratsiuk","2018-06-14 21:36:43",0.23041
1774641,"Borys Pratsiuk","2018-06-14 22:07:48",0.13038
1774641,"Borys Pratsiuk","2018-06-14 22:13:05",0.12466
1577681,Bemperson,"2018-06-15 00:46:06",0.15688
1577681,Bemperson,"2018-06-15 02:11:12",0.13897
1774641,"Borys Pratsiuk","2018-06-15 21:31:23",0.12320
1774641,"Borys Pratsiuk","2018-06-15 22:09:48",0.12164
1774641,"Borys Pratsiuk","2018-06-15 22:16:59",0.11978
1577681,Bemperson,"2018-06-28 11:02:09",0.13727
1817370,fazrulrahman,"2018-06-29 00:47:59",0.23646
1817370,fazrulrahman,"2018-06-29 00:55:11",0.21933
1817370,fazrulrahman,"2018-06-29 01:04:26",0.21731
1577681,Bemperson,"2018-06-29 02:50:49",0.12723
1792309,"Eric Brown","2018-06-29 06:46:05",0.19000
1678521,"Brad Jenkinson","2018-07-02 12:32:56",0.17765
1846099,harry100,"2018-07-04 10:07:37",0.20114
1792309,"Eric Brown","2018-07-06 07:08:19",0.13534
1846912,GregorioAiolfi,"2018-07-07 08:21:33",0.21735
1846912,GregorioAiolfi,"2018-07-07 09:10:16",0.21341
1846912,GregorioAiolfi,"2018-07-07 14:19:29",0.19981
1846912,GregorioAiolfi,"2018-07-07 14:34:55",0.16996
1846912,GregorioAiolfi,"2018-07-08 10:36:09",0.16771
1817370,fazrulrahman,"2018-07-08 17:11:18",0.15783
4104702,"No team name","2018-07-11 09:43:50",0.11563
1870364,anoynms,"2018-07-12 13:10:30",0.23508
1846912,GregorioAiolfi,"2018-07-14 13:23:43",0.15700
1846912,GregorioAiolfi,"2018-07-14 13:30:53",0.14645
1846912,GregorioAiolfi,"2018-07-15 13:45:30",0.13660
1365544,AalokParkash,"2018-07-16 08:35:35",0.84572
1365544,AalokParkash,"2018-07-16 08:55:03",0.13266
1365544,AalokParkash,"2018-07-16 09:08:23",0.12344
1892922,"Kshtij Roy","2018-07-19 12:05:57",0.19129
1892922,"Kshtij Roy","2018-07-23 09:40:22",0.18018
1814779,"Joshua Martinez","2018-07-25 22:00:28",0.19957
1814779,"Joshua Martinez","2018-07-26 06:58:54",0.19221
1928121,"Almamaterku yang Kucinta","2018-07-28 13:54:35",2.90799
1928121,"Almamaterku yang Kucinta","2018-07-28 14:57:44",0.21023
1928121,"Almamaterku yang Kucinta","2018-07-28 23:49:51",0.18189
1928121,"Almamaterku yang Kucinta","2018-07-29 02:25:13",0.15268
1814779,"Joshua Martinez","2018-07-30 23:23:46",0.19055
1814779,"Joshua Martinez","2018-07-31 06:18:36",0.18601
1450656,krohitrao,"2018-07-31 07:22:37",0.23950
1450656,krohitrao,"2018-07-31 07:28:33",0.22004
1672907,Lilyy,"2018-08-03 01:14:22",0.12293
1965318,"Sergei Nikonov","2018-08-07 16:00:13",0.13924
1792309,"Eric Brown","2018-08-08 21:54:43",0.13004
1971640,"Wei Xie","2018-08-10 00:54:10",0.47560
1971640,"Wei Xie","2018-08-10 04:01:29",0.47038
1971640,"Wei Xie","2018-08-10 04:02:23",0.20769
1971640,"Wei Xie","2018-08-10 04:03:17",0.19297
1971640,"Wei Xie","2018-08-10 04:03:50",0.16466
1971640,"Wei Xie","2018-08-10 04:04:37",0.15052
1971640,"Wei Xie","2018-08-10 04:05:22",0.15025
1971640,"Wei Xie","2018-08-10 04:06:51",0.15012
1965318,"Sergei Nikonov","2018-08-10 15:46:21",0.13135
1792309,"Eric Brown","2018-08-10 21:51:49",0.12560
1792309,"Eric Brown","2018-08-13 02:37:27",0.12485
1983664,ecyor,"2018-08-13 14:55:46",0.13367
1983664,ecyor,"2018-08-13 17:47:06",0.12179
1983664,ecyor,"2018-08-14 09:34:23",0.11593
1965318,"Sergei Nikonov","2018-08-15 17:36:22",0.12958
1983664,ecyor,"2018-08-18 08:10:36",0.11575
1983664,ecyor,"2018-08-18 08:11:37",0.11562
900124,Emergent,"2018-08-21 00:18:42",0.57083
2006341,JonZhao,"2018-08-21 01:21:25",0.19424
900124,Emergent,"2018-08-21 01:56:39",0.14937
2006341,JonZhao,"2018-08-21 02:43:53",0.19409
2006341,JonZhao,"2018-08-21 04:34:04",0.18445
2006341,JonZhao,"2018-08-21 04:47:51",0.17827
1792309,"Eric Brown","2018-08-21 07:22:58",0.12018
883410,maxpayne10,"2018-08-21 12:39:41",0.14486
883410,maxpayne10,"2018-08-21 13:17:55",0.13957
1792309,"Eric Brown","2018-08-21 21:23:29",0.11895
883410,maxpayne10,"2018-08-22 10:18:34",0.13886
883410,maxpayne10,"2018-08-22 10:29:08",0.13830
1792309,"Eric Brown","2018-08-22 19:24:31",0.11873
1792309,"Eric Brown","2018-08-22 19:56:57",0.11854
1792309,"Eric Brown","2018-08-22 21:45:45",0.11755
1792309,"Eric Brown","2018-08-26 02:09:38",0.11733
2021735,xiaoniuniu123,"2018-08-26 08:02:41",0.12798
2002941,Golden,"2018-08-27 02:07:31",0.13043
2002941,Golden,"2018-08-27 03:21:30",0.12893
2002941,Golden,"2018-08-27 17:11:18",0.12691
2002941,Golden,"2018-08-27 19:03:04",0.12642
2002941,Golden,"2018-08-29 02:36:29",0.12546
2002941,Golden,"2018-08-29 02:45:01",0.12186
1717567,BhavekJ,"2018-08-29 05:39:42",0.40890
546808,takenotabi,"2018-08-29 06:08:13",0.11482
1717567,BhavekJ,"2018-08-29 07:06:34",0.12978
1965318,"Sergei Nikonov","2018-08-29 14:30:16",0.12266
1717567,BhavekJ,"2018-08-30 00:28:15",0.12924
2034530,"Chih-Li Sung","2018-08-30 02:37:08",0.19833
2034530,"Chih-Li Sung","2018-08-30 02:45:13",0.14842
883410,maxpayne10,"2018-08-30 13:33:10",0.13777
883410,maxpayne10,"2018-08-31 08:15:57",0.13406
883410,maxpayne10,"2018-08-31 09:09:22",0.13277
883410,maxpayne10,"2018-08-31 09:57:39",0.13081
883410,maxpayne10,"2018-08-31 10:28:38",0.13065
883410,maxpayne10,"2018-08-31 11:55:10",0.12973
1678521,"Brad Jenkinson","2018-09-02 11:23:05",0.13308
4335630,ZLAS,"2018-09-03 21:58:29",0.18041
1754352,Tom_Jerry,"2018-09-04 19:05:28",0.13179
1754352,Tom_Jerry,"2018-09-04 19:10:43",0.13179
535728,"Andrii Bereznikov","2018-09-04 20:16:48",0.17419
1754352,Tom_Jerry,"2018-09-05 10:16:45",0.13179
1754352,Tom_Jerry,"2018-09-05 10:48:36",0.13140
1754352,Tom_Jerry,"2018-09-05 10:52:18",0.13030
1754352,Tom_Jerry,"2018-09-05 16:26:21",0.12879
1754352,Tom_Jerry,"2018-09-05 17:37:24",0.12764
535728,"Andrii Bereznikov","2018-09-05 17:59:38",0.16454
2062612,"1836702 1735340 test-set trainers","2018-09-05 18:55:22",0.12919
2062612,"1836702 1735340 test-set trainers","2018-09-05 19:12:06",0.12639
2062612,"1836702 1735340 test-set trainers","2018-09-05 22:03:02",0.12563
1640812,bnikita,"2018-09-06 07:37:43",0.22410
1754352,Tom_Jerry,"2018-09-06 09:33:08",0.12669
1640812,bnikita,"2018-09-06 11:11:17",0.22410
1640812,bnikita,"2018-09-06 13:30:13",0.22364
883410,maxpayne10,"2018-09-07 07:47:06",0.12905
883410,maxpayne10,"2018-09-07 08:00:44",0.12866
535728,"Andrii Bereznikov","2018-09-08 08:20:25",0.15463
535728,"Andrii Bereznikov","2018-09-09 10:00:00",0.15369
1602073,ZhongYao,"2018-09-10 08:38:49",0.15644
1602073,ZhongYao,"2018-09-10 08:40:43",0.15603
1640812,bnikita,"2018-09-13 10:19:53",0.15634
1640812,bnikita,"2018-09-13 10:25:39",0.13935
1640812,bnikita,"2018-09-13 10:39:33",0.13402
535728,"Andrii Bereznikov","2018-09-15 07:31:56",0.15135
2086445,william168188,"2018-09-16 05:43:19",0.12188
2086445,william168188,"2018-09-16 14:13:48",0.12167
2161422,STT481_JACK,"2018-09-16 18:44:49",0.40261
2161422,STT481_JACK,"2018-09-16 18:56:10",0.39106
2087057,KCLee,"2018-09-17 06:57:09",0.31335
2087057,KCLee,"2018-09-17 08:48:44",0.30699
2087057,KCLee,"2018-09-17 09:54:36",0.15466
883410,maxpayne10,"2018-09-17 11:57:38",0.12464
2087057,KCLee,"2018-09-17 13:42:41",0.11549
2087057,KCLee,"2018-09-17 14:33:21",0.11529
1971640,"Wei Xie","2018-09-20 03:22:03",0.12086
2080793,Gottfried,"2018-09-23 14:15:44",0.21757
2080793,Gottfried,"2018-09-25 19:18:16",0.13010
1640812,bnikita,"2018-09-26 07:00:06",0.13369
1577681,Bemperson,"2018-09-28 12:29:02",0.12528
2080793,Gottfried,"2018-09-29 22:10:56",0.12734
1577681,Bemperson,"2018-10-01 22:28:30",0.12430
1499455,"Stanislaw Stanisz","2018-10-03 20:46:03",0.17814
1060811,TomOttaway,"2018-10-08 20:14:23",0.40507
1060811,TomOttaway,"2018-10-08 20:22:14",0.32855
2216527,"Meinhard Mare","2018-10-09 19:31:40",0.15007
1060811,TomOttaway,"2018-10-10 20:11:47",0.32510
1060811,TomOttaway,"2018-10-10 20:18:08",0.31460
1060811,TomOttaway,"2018-10-10 20:26:31",0.28049
2080793,Gottfried,"2018-10-11 07:17:31",0.12563
2216527,"Meinhard Mare","2018-10-15 12:04:30",0.13037
2239799,shikhar007,"2018-10-15 16:12:20",0.20119
1499455,"Stanislaw Stanisz","2018-10-15 21:45:17",0.13397
2216527,"Meinhard Mare","2018-10-17 04:04:06",0.12869
2216527,"Meinhard Mare","2018-10-17 04:04:47",0.12458
2216527,"Meinhard Mare","2018-10-17 05:41:25",0.12408
883410,maxpayne10,"2018-10-17 05:58:47",0.12198
883410,maxpayne10,"2018-10-17 06:34:17",0.12191
2252609,"Rishi Dave","2018-10-17 11:10:45",0.20526
883410,maxpayne10,"2018-10-18 08:41:09",0.11900
1499455,"Stanislaw Stanisz","2018-10-19 22:27:30",0.13267
2267456,"Francis Dupont","2018-10-21 09:42:02",0.15308
2087057,KCLee,"2018-10-22 12:58:25",0.11524
2087057,KCLee,"2018-10-22 12:59:24",0.11521
2087057,KCLee,"2018-10-22 13:16:07",0.11504
2263490,"Denis Mironov","2018-10-22 14:12:47",0.24730
2263490,"Denis Mironov","2018-10-22 14:30:31",0.15333
2267456,"Francis Dupont","2018-10-22 23:51:04",0.14462
2263490,"Denis Mironov","2018-10-23 07:18:12",0.14814
2087057,KCLee,"2018-10-23 07:26:41",0.11494
2087057,KCLee,"2018-10-23 07:33:46",0.11467
2263490,"Denis Mironov","2018-10-23 07:50:26",0.11670
1871344,"Chinmay Rane","2018-10-23 20:27:53",0.12351
883410,maxpayne10,"2018-10-24 07:08:32",0.11881
1871344,"Chinmay Rane","2018-10-24 08:24:03",0.12326
1871344,"Chinmay Rane","2018-10-24 08:25:08",0.12212
1962377,Thanusan,"2018-10-24 14:11:12",12.01789
2075559,"Aadarsh Singh","2018-10-24 15:36:09",0.43802
1522402,"Alexey Demyanchuk","2018-10-24 16:49:54",9.45365
1522402,"Alexey Demyanchuk","2018-10-24 16:55:57",0.17137
